alpha,poly,rscore
72.000000,7,0.588243006196 0.531789047711
72.000000,8,0.610555903149 0.542061588258
72.000000,9,0.579833435212 0.505594484138
72.000000,10,0.575625913204 0.504763809563
73.000000,2,0.14517918989 0.052451313679
73.000000,3,0.150484225128 0.0717867551367
73.000000,4,0.150052879028 0.0711812618631
73.000000,5,0.149685559386 0.0743758485517
73.000000,6,0.328129533782 0.282226572943
73.000000,7,0.586413751025 0.530122748246
73.000000,8,0.609370697446 0.540965044862
73.000000,9,0.578570624498 0.504362601452
73.000000,10,0.574088311131 0.503174941627
74.000000,2,0.144805343467 0.0519148946114
74.000000,3,0.150483960254 0.0717809953959
74.000000,4,0.150038415397 0.0711582246842
74.000000,5,0.149685538635 0.0743746559598
74.000000,6,0.326040183001 0.280388286398
74.000000,7,0.584572127823 0.528446368231
74.000000,8,0.608176316397 0.539861270963
74.000000,9,0.577301513749 0.503125922058
74.000000,10,0.572544768256 0.501581447327
75.000000,2,0.144426413377 0.0513737283354
75.000000,3,0.150483691775 0.0717752323497
75.000000,4,0.150023745939 0.0711350216546
75.000000,5,0.149685517437 0.0743734538189
75.000000,6,0.323947811798 0.278548308773
75.000000,7,0.582718144494 0.526759914976
75.000000,8,0.606972734908 0.538750239773
75.000000,9,0.576026078496 0.501884417454
75.000000,10,0.570995197247 0.499983226244
76.000000,2,0.14404239969 0.0508278149179
76.000000,3,0.150483419693 0.071769465998
76.000000,4,0.150008870923 0.0711116533917
76.000000,5,0.149685496266 0.0743722688646
76.000000,6,0.321852480088 0.276706695407
76.000000,7,0.580851837617 0.525063424386
76.000000,8,0.605759870855 0.537631858907
76.000000,9,0.5747365733 0.500634648011
76.000000,10,0.569439779757 0.498380487495
77.000000,2,0.143653302478 0.0502771544263
77.000000,3,0.150483144008 0.0717636963408
77.000000,4,0.149993790621 0.07108812049
77.000000,5,0.149685474667 0.0743710754065
77.000000,6,0.319754186812 0.274863442736
77.000000,7,0.578973154951 0.523356844054
77.000000,8,0.604537765337 0.536506174436
77.000000,9,0.573439247653 0.499378962037
77.000000,10,0.56786157771 0.496764352107
78.000000,2,0.143259121813 0.0497217469274
78.000000,3,0.150482864718 0.0717579233782
78.000000,4,0.1499785053 0.0710644235219
78.000000,5,0.149685452639 0.0743698736978
78.000000,6,0.317653135646 0.273018744786
78.000000,7,0.577082120744 0.521640197729
78.000000,8,0.603306412116 0.535373180534
78.000000,9,0.572140491447 0.498121980898
78.000000,10,0.566284517522 0.495149277231
79.000000,2,0.142859857768 0.0491615924885
79.000000,3,0.150482581825 0.0717521471102
79.000000,4,0.149963015225 0.0710405630383
79.000000,5,0.149685430436 0.0743686776568
79.000000,6,0.315549329399 0.271172601595
79.000000,7,0.575178790489 0.519913539702
79.000000,8,0.602065797668 0.534232860094
79.000000,9,0.570838231241 0.496862154802
79.000000,10,0.564713419909 0.493537054237
80.000000,2,0.142455510413 0.0485966911766
80.000000,3,0.150482295328 0.0717463675367
80.000000,4,0.149947490639 0.0710167973292
80.000000,5,0.149685408075 0.074367487931
80.000000,6,0.31344280683 0.269325047891
80.000000,7,0.573263087564 0.518176793714
80.000000,8,0.600816020225 0.533085322795
80.000000,9,0.569531344743 0.495598669245
80.000000,10,0.563138926507 0.491921484663
81.000000,2,0.142046079821 0.0480270430588
81.000000,3,0.150482005227 0.0717405846577
81.000000,4,0.149931591936 0.0709926099532
81.000000,5,0.149685385302 0.0743662910831
81.000000,6,0.311333676134 0.267476185326
81.000000,7,0.571335099779 0.516430046142
81.000000,8,0.599556962717 0.531930438044
81.000000,9,0.568219150329 0.494331022385
81.000000,10,0.561558946277 0.490301347493
82.000000,2,0.141631566064 0.0474526482023
82.000000,3,0.150481711522 0.0717347984733
82.000000,4,0.149915489149 0.0709682604586
82.000000,5,0.149685362115 0.074365087141
82.000000,6,0.309222048343 0.26562611819
82.000000,7,0.569394794 0.514673263617
82.000000,8,0.598288712307 0.530768303413
82.000000,9,0.566901240582 0.493058918045
82.000000,10,0.559972683532 0.488676075151
83.000000,2,0.141211969213 0.0468735066741
83.000000,3,0.150481414214 0.0717290089834
83.000000,4,0.149899182538 0.0709437493243
83.000000,5,0.149685338796 0.0743638908458
83.000000,6,0.30710796894 0.263774887507
83.000000,7,0.56744217416 0.512906449613
83.000000,8,0.597011183054 0.529598822449
83.000000,9,0.565577436965 0.491782259605
83.000000,10,0.558380199097 0.487045847047
84.000000,2,0.14078728934 0.0462896185414
84.000000,3,0.150481113302 0.071723216188
84.000000,4,0.149882672357 0.0709190770103
84.000000,5,0.149685315364 0.0743627027947
84.000000,6,0.304991452391 0.261922504399
84.000000,7,0.565477250686 0.511129613726
84.000000,8,0.595724405903 0.528422031343
84.000000,9,0.564247546216 0.490500895012
84.000000,10,0.556781393837 0.485410584993
85.000000,2,0.140357526518 0.0457009838712
85.000000,3,0.150480808787 0.0717174200872
85.000000,4,0.149866131162 0.0708944976981
85.000000,5,0.149685291537 0.0743615087383
85.000000,6,0.302872717947 0.260069177203
85.000000,7,0.563500026314 0.509342758265
85.000000,8,0.59442845187 0.527238006241
85.000000,9,0.562911436768 0.489214718951
85.000000,10,0.555176166747 0.483770183058
86.000000,2,0.139922680818 0.0451076027306
86.000000,3,0.150480500667 0.071711620681
86.000000,4,0.149849214153 0.0708695022846
86.000000,5,0.149685267316 0.0743603087901
86.000000,6,0.300751785492 0.258214922099
86.000000,7,0.561510510082 0.507545891511
86.000000,8,0.593123225658 0.526046641747
86.000000,9,0.561569048772 0.487923693992
86.000000,10,0.553564706834 0.482124857114
87.000000,2,0.139482752311 0.0445094751867
87.000000,3,0.150480188944 0.0717058179693
87.000000,4,0.149832090196 0.0708443410047
87.000000,5,0.149685242697 0.0743591029988
87.000000,6,0.298628725835 0.256359804287
87.000000,7,0.559508707937 0.505739018796
87.000000,8,0.591808813598 0.524848034423
87.000000,9,0.560220341304 0.486627794584
87.000000,10,0.55194705155 0.480474650378
88.000000,2,0.13903774107 0.0439066013067
88.000000,3,0.150479873617 0.0717000119521
88.000000,4,0.149814932884 0.070819265493
88.000000,5,0.149685217998 0.0743579069287
88.000000,6,0.296503625942 0.254503904459
88.000000,7,0.557494626503 0.503922146084
88.000000,8,0.59048512544 0.523642083207
88.000000,9,0.558865291838 0.485327009929
88.000000,10,0.550323137213 0.478819486837
89.000000,2,0.138587647167 0.0432989811575
89.000000,3,0.150479554686 0.0716942026295
89.000000,4,0.149797399168 0.0707937775332
89.000000,5,0.149685193238 0.0743567211056
89.000000,6,0.294376654103 0.252647381456
89.000000,7,0.555468317359 0.50209532365
89.000000,8,0.58915225435 0.522428892074
89.000000,9,0.557503828328 0.48402126775
89.000000,10,0.548693207144 0.47715964127
90.000000,2,0.138132470673 0.0426866148064
90.000000,3,0.150479232152 0.0716883900014
90.000000,4,0.149779663537 0.0707681312919
90.000000,5,0.14968516777 0.0743555146693
90.000000,6,0.292247863872 0.250790283637
90.000000,7,0.553429700067 0.500258471521
90.000000,8,0.587810110456 0.521208361802
90.000000,9,0.556135962276 0.482710589063
90.000000,10,0.54705718557 0.47549502391
91.000000,2,0.13767221166 0.0420695023204
91.000000,3,0.150478906014 0.0716825740678
91.000000,4,0.149761899907 0.0707425748712
91.000000,5,0.149685142251 0.0743543189765
91.000000,6,0.290117300131 0.248932650986
91.000000,7,0.551378842709 0.498411656263
91.000000,8,0.586458740678 0.519980541899
91.000000,9,0.55476172583 0.48139501663
91.000000,10,0.545414986379 0.473825533753
92.000000,2,0.1372068702 0.0414476437665
92.000000,3,0.150478576272 0.0716767548288
92.000000,4,0.149743760014 0.0707166102572
92.000000,5,0.149685116355 0.074353118537
92.000000,6,0.287985181444 0.247074690388
92.000000,7,0.549315744232 0.496554876229
92.000000,8,0.585098192368 0.51874548645
92.000000,9,0.553381117937 0.480074553336
92.000000,10,0.543766849677 0.472151442174
93.000000,2,0.136736446366 0.040821039212
93.000000,3,0.150478242927 0.0716709322844
93.000000,4,0.149725593244 0.0706907346653
93.000000,5,0.149685090078 0.0743519133841
93.000000,6,0.285851573435 0.245216461573
93.000000,7,0.54724041889 0.494688144882
93.000000,8,0.583728419258 0.517503143643
93.000000,9,0.551994162845 0.478749230092
93.000000,10,0.542112684321 0.470472643137
94.000000,2,0.136260940228 0.0401896887238
94.000000,3,0.150477905977 0.0716651064344
94.000000,4,0.149707049653 0.0706644526355
94.000000,5,0.149685063783 0.0743507200701
94.000000,6,0.283716565818 0.243358047371
94.000000,7,0.545152822268 0.492811417566
94.000000,8,0.582339765924 0.516250002251
94.000000,9,0.550600912225 0.477419108696
94.000000,10,0.540452504096 0.468789150395
95.000000,2,0.135780351858 0.039553592369
95.000000,3,0.150477565424 0.0716592772791
95.000000,4,0.149688305079 0.0706380137434
95.000000,5,0.149685037118 0.0743495224558
95.000000,6,0.28158027337 0.241499554607
95.000000,7,0.543053030204 0.490924768648
95.000000,8,0.580946649372 0.514990078285
95.000000,9,0.549201292517 0.476084106117
95.000000,10,0.538786329737 0.467100988512
96.000000,2,0.135294681329 0.0389127502148
96.000000,3,0.150477221267 0.0716534448182
96.000000,4,0.149669533283 0.0706116599404
96.000000,5,0.149685010085 0.0743483207191
96.000000,6,0.279442890953 0.239641166892
96.000000,7,0.540941023554 0.489028178466
96.000000,8,0.579545049917 0.513723476494
96.000000,9,0.54779530773 0.474744228194
96.000000,10,0.537114295399 0.465408306703
97.000000,2,0.134803928712 0.0382671623282
97.000000,3,0.150476873507 0.0716476090519
97.000000,4,0.149650385908 0.0705849050318
97.000000,5,0.14968498268 0.0743471148154
97.000000,6,0.277304504184 0.237782962816
97.000000,7,0.53881680559 0.487121649535
97.000000,8,0.578134847613 0.512450117683
97.000000,9,0.546382958041 0.473399476184
97.000000,10,0.53543628056 0.463710965668
98.000000,2,0.134308094079 0.0376168287763
98.000000,3,0.150476522143 0.0716417699802
98.000000,4,0.149631211726 0.0705582336092
98.000000,5,0.149684955297 0.0743459220229
98.000000,6,0.275165191978 0.235925014479
98.000000,7,0.536680382473 0.485205187303
98.000000,8,0.576715932403 0.511169900398
98.000000,9,0.544964246828 0.472049854752
98.000000,10,0.533752176748 0.46200884107
99.000000,2,0.133807177502 0.0369617496263
99.000000,3,0.150476167175 0.071635927603
99.000000,4,0.149611662088 0.070531163506
99.000000,5,0.149684927555 0.074344725492
99.000000,6,0.273025205126 0.234067558786
99.000000,7,0.534531764857 0.483278801458
99.000000,8,0.575288237547 0.509882767582
99.000000,9,0.543539177868 0.470695368683
99.000000,10,0.532062223255 0.460302204128
100.000000,2,0.133301179053 0.0363019249451
100.000000,3,0.150475808603 0.0716300819203
100.000000,4,0.149592085802 0.0705041750055
100.000000,5,0.149684899453 0.0743435253223
100.000000,6,0.270884644844 0.232210688977
100.000000,7,0.532370980645 0.481342518891
100.000000,8,0.573851704649 0.508588670446
100.000000,9,0.54210781547 0.469336090916
100.000000,10,0.530366312399 0.458590931344
