alpha,poly,rscore
24.000000,6,0.660226721148
24.000000,7,0.965211246617
24.000000,8,0.962422240367
24.000000,9,0.951761296323
24.000000,10,0.935070549707
25.000000,2,0.0814088487941
25.000000,3,0.0921571666443
25.000000,4,0.0762602653272
25.000000,5,0.561526080444
25.000000,6,0.657889918345
25.000000,7,0.96468579842
25.000000,8,0.962165589754
25.000000,9,0.951206943199
25.000000,10,0.934239997779
26.000000,2,0.0811478365476
26.000000,3,0.0916420807155
26.000000,4,0.0761964143339
26.000000,5,0.55532272344
26.000000,6,0.655688888612
26.000000,7,0.964145151649
26.000000,8,0.961876767319
26.000000,9,0.950650303412
26.000000,10,0.933434136941
27.000000,2,0.0809053779998
27.000000,3,0.0911626412306
27.000000,4,0.0761435352338
27.000000,5,0.549382780716
27.000000,6,0.653612241211
27.000000,7,0.963589604004
27.000000,8,0.961557922877
27.000000,9,0.950094547053
27.000000,10,0.932673945238
28.000000,2,0.0806798192579
28.000000,3,0.090715364056
28.000000,4,0.0760997765958
28.000000,5,0.543690638668
28.000000,6,0.651649810599
28.000000,7,0.963019496395
28.000000,8,0.961211242177
28.000000,9,0.949545491896
28.000000,10,0.931971346998
29.000000,2,0.080469693151
29.000000,3,0.0902972004166
29.000000,4,0.0760636052445
29.000000,5,0.538231796102
29.000000,6,0.649792497385
29.000000,7,0.962435177273
29.000000,8,0.960838857408
29.000000,9,0.948998880126
29.000000,10,0.931251660799
30.000000,2,0.0802736938243
30.000000,3,0.0899054712021
30.000000,4,0.0760337475549
30.000000,5,0.532992781421
30.000000,6,0.648032133295
30.000000,7,0.961837009216
30.000000,8,0.960442914225
30.000000,9,0.948455903675
30.000000,10,0.930638383323
31.000000,2,0.0800906553376
31.000000,3,0.0895378128018
31.000000,4,0.0760091425331
31.000000,5,0.527961074409
31.000000,6,0.646361366038
31.000000,7,0.961225359083
31.000000,8,0.960024847364
31.000000,9,0.947920710584
31.000000,10,0.930092933789
32.000000,2,0.0799195335568
32.000000,3,0.0891921321761
32.000000,4,0.0759889041138
32.000000,5,0.523125032919
32.000000,6,0.644773560534
32.000000,7,0.960600616973
32.000000,8,0.95958680417
32.000000,9,0.947392536735
32.000000,10,0.929499082586
33.000000,2,0.0797593907683
33.000000,3,0.0888665693814
33.000000,4,0.0759722906986
33.000000,5,0.518473824625
33.000000,6,0.643262714226
33.000000,7,0.959963159364
33.000000,8,0.959130090764
33.000000,9,0.946867209554
33.000000,10,0.928958987306
34.000000,2,0.0796093825517
34.000000,3,0.0885594661436
34.000000,4,0.075958680426
34.000000,5,0.513997363782
34.000000,6,0.641823383714
34.000000,7,0.959313369447
34.000000,8,0.958656367119
34.000000,9,0.946348686939
34.000000,10,0.928409868974
35.000000,2,0.079468746539
35.000000,3,0.0882693393735
35.000000,4,0.0759475510044
35.000000,5,0.509686252887
35.000000,6,0.640450621879
35.000000,7,0.958651633919
35.000000,8,0.958166974563
35.000000,9,0.945838546617
35.000000,10,0.927935461254
